cnpj,uf,municipio,razao_social,nome_fantasia,porte,cnae_fiscal_descricao,data_inicio_atividade
4490752000139,DF,BRASILIA,RESTAURANTE VARANDA DO SUL LTDA,RESTAURANTE VARANDA DO SUL,MICRO EMPRESA,Restaurantes e similares,2001-06-11
74552068001434,DF,BRASILIA,CPQ BRASIL S/A,CPQ BRASIL,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares",2014-03-17
74552068001353,DF,BRASILIA,CPQ BRASIL S/A,CPQ BRASIL,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares",2014-03-17
31465040000132,ES,VILA VELHA,POSTO ITAPOA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1987-02-12
33469172000672,DF,BRASILIA,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,LANCHONETE ESCOLA - ESPACO PLENARIO,DEMAIS,Outras atividades de ensino não especificadas anteriormente,2008-03-17
66970229010472,ES,VITORIA,CLARO NXT TELECOMUNICACOES S/A,,DEMAIS,Serviço móvel especializado - SME,2009-01-22
11342153000133,ES,VITORIA,LEDUT CASA DE PAES LTDA,LEDUT CASA DE PAES,DEMAIS,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,2009-11-19
10835932000108,PE,RECIFE,COMPANHIA ENERGETICA DE PERNAMBUCO,NEOENERGIA PERNAMBUCO,DEMAIS,Distribuição de energia elétrica,1966-11-04
20755190000164,PE,RECIFE,SUBCONDOMINIO DO COMPLEXO EMPRESARIAL RM TRADE CENTER,SUBCONDOMINIO DO COMPLEXO EMPRESARIAL RM TRADE CENTER,DEMAIS,Condomínios prediais,2014-07-15
33000118001493,PE,RECIFE,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,OI,DEMAIS,Serviços de telefonia fixa comutada - STFC,2001-08-14
2421421000111,RJ,RIO DE JANEIRO,TIM S A,,DEMAIS,Serviços de telefonia fixa comutada - STFC,1998-03-09
20300157000654,PE,RECIFE,NOVO ATACADO COMERCIO DE ALIMENTOS LTDA,NOVO ATACAREJO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2020-08-11
37067543000136,DF,BRASILIA,FABRICA DE IDEIAS TECNOLOGIA E COMUNICACAO LTDA,,EMPRESA DE PEQUENO PORTE,Outras atividades de prestação de serviços de informação não especificadas anteriormente,1992-01-21
9551920000172,PE,RECIFE,NASSAU VIAGENS E TURISMO LTDA,,MICRO EMPRESA,Agências de viagens,1985-09-03
8986176000338,PE,RECIFE,POSTO APIPUCOS LTDA,PETROCAL TORRE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2010-11-08
3281744000110,PE,RECIFE,POSTO IBIZA LTDA,MULTI POSTOS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-07-15
3786763000289,PE,RECIFE,POSTO XINGU LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2000-04-24
21586213000117,PE,RECIFE,R MENDES EMPREENDIMENTOS EIRELI,R MENDES EMPREENDIMENTOS,EMPRESA DE PEQUENO PORTE,Locação de automóveis sem condutor,2014-12-18
10565000000192,PE,RECIFE,MUNICIPIO DO RECIFE,RECIFE GABINETE DO PREFEITO,DEMAIS,Administração pública em geral,1974-12-26
6809941000157,CE,FORTALEZA,FORTEL FORTALEZA TELECOMUNICACOES S.A.,FORTEL,DEMAIS,Serviços de comunicação multimídia - SCM,1975-12-31
34028316892080,PE,RECIFE,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AC SHOPPING RIOMAR,DEMAIS,Atividades do Correio Nacional,2012-08-07
33172272000390,PE,RECIFE,HCW COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2020-01-23
8072308000316,PE,ARCOVERDE,J A D ARAUJO & CIA LTDA,POSTO BR CRUZEIRO 4,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-06-01
9044272000320,PE,RECIFE,ORGANIZACAO DE PETROLEO SHOPPING LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1993-12-15
10230480000483,PE,RECIFE,FERREIRA COSTA & CIA LTDA,,DEMAIS,Comércio varejista de materiais de construção em geral,2009-04-20
30733960000121,PE,RECIFE,LUCAS IAN CARVALHO DA SILVA 13184163458,AGUA BOA DISTRIBUIDORA,MICRO EMPRESA,Comércio varejista de bebidas,2018-06-19
24073694003766,PE,RECIFE,CIL - COMERCIO DE INFORMATICA LTDA,NAGEM,DEMAIS,Comércio varejista especializado de equipamentos e suprimentos de informática,2012-03-23
24842946000163,PE,RECIFE,ARRAIAL COMERCIO DE COMBUSTIVEIS LTDA.,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-05-20
76535764002278,PE,RECIFE,OI S.A. - EM RECUPERACAO JUDICIAL,OI,DEMAIS,Serviços de telefonia fixa comutada - STFC,2004-03-10
12781233000905,PE,RECIFE,PETROCAL PETROLEO CAVALCANTI LIMITADA,PETROCAL CASA AMARELA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-04-23
875134000156,PE,RECIFE,POSTO VERALI LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1995-10-25
30319633000128,PE,RECIFE,AUTO POSTO BOA VIAGEM EIRELI,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-04-27
9405789001298,PE,RECIFE,NOBILE GESTAO DE EMPREENDIMENTOS LTDA,NOBILE GESTAO DE EMPREENDIMENTOS,DEMAIS,Apart-hotéis,2011-03-30
43283811010546,PE,RECIFE,KALUNGA SA,,DEMAIS,Comércio varejista de artigos de papelaria,2012-09-11
32255555000170,PE,RECIFE,POSTO DE COMBUSTIVEL TORRE LTDA,CEMOPEL TORRE 2,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-12-14
2421421001355,PE,RECIFE,TIM S A,,DEMAIS,Serviços de telefonia fixa comutada - STFC,1999-11-12
27894836000133,PE,RECIFE,PAPIC PAPELARIA LTDA,PAPIC PAPELARIA,EMPRESA DE PEQUENO PORTE,Comércio varejista especializado de equipamentos e suprimentos de informática,2017-06-05
11234969000143,PE,RECIFE,S & F SINALIZACAO E GRAFICA LTDA,MICROART RECIFE,MICRO EMPRESA,Impressão de material para outros usos,2009-10-16
13225399000150,PE,RECIFE,CADILAC PETROLEO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-01-31
42213593000114,PE,RECIFE,HELENA ROSA DE BRITO SILVA 36147850415,ROSA TEC.,MICRO EMPRESA,Comércio varejista de material elétrico,2021-06-06
13004510000502,PE,RECIFE,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,SUPERMERCADOS BOMPRECO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",1971-06-17
10933903000189,PE,RECIFE,RODRIGO LIMA COUTINHO,TONER BLACK SUPRIMENTOS E LOCACOES,MICRO EMPRESA,Aluguel de máquinas e equipamentos para escritórios,2009-07-01
2016104000110,PE,RECIFE,ESTACAO DE SERVICOS BOA VIAGEM LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-06-01
9515628000609,PE,RECIFE,ATACADO DOS PRESENTES LTDA,ATACADO DOS PRESENTES LTDA.,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente,2012-02-10
7129219000134,DF,BRASILIA,AUTO POSTO JPC DERIVADOS DE PETROLEO LTDA,AUTO POSTO JP,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2004-11-26
69943686000231,PE,RECIFE,CEMOPEL CM PETROLEO LTDA,CEMOPEL II,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1994-09-14
13901790000128,PE,RECIFE,CJCM PETROLEO LTDA.,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-06-30
12781233000662,PE,RECIFE,PETROCAL PETROLEO CAVALCANTI LIMITADA,PETROCAL PINA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-02-01
24395071000280,PE,RECIFE,SOCIEDADE COMERCIAL CAVALCANTI E FILHO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1995-01-26
8845439000399,PE,RECIFE,SUPERMERCADO ALBATROZ LTDA,RECIBOM,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2008-11-11
26788490000126,PE,RECIFE,POSTO SANTO ANTONIO LTDA,CONVENIENCIA & JET OIL SANTO ANTONIO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-01-03
2354051000147,DF,BRASILIA,SUPERPHOTO COMUNICACAO LTDA,OBRITONEWS,DEMAIS,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,1998-02-09
36299151000130,DF,BRASILIA,TEXTO & CONTEXTO ASSESSORIA EM COMUNICACAO EIRELI,TEXTO & CONTEXTO ASSESSORIA,MICRO EMPRESA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",2020-02-07
15351941000147,AL,MACEIO,EDIFICIO COMERCIAL THE SQUARE PARK OFFICE,CONDOMNIO DO EDIFICIO THE SQUARE PARK OFFICE,DEMAIS,Condomínios prediais,2012-02-24
16924825000132,DF,BRASILIA,JOSE MAURICIO LIMA DE SOUZA,CONLEGIS,DEMAIS,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",2012-09-25
32748487000181,AL,MACEIO,POLITICA ALAGOANA LTDA,POLITICA ALAGOANA,MICRO EMPRESA,"Portais, provedores de conteúdo e outros serviços de informação na internet",2019-02-12
27145134000157,AL,MACEIO,CELIO PAULO BARBOZA DA SILVA JUNIOR 07924301402,CJ COMUNICACAO E FOTO,MICRO EMPRESA,"Atividades de produção de fotografias, exceto aérea e submarina",2017-02-19
8698859000128,DF,BRASILIA,CHURRASCARIA FOGO DE CHAO LTDA.,FOGO DE CHAO,DEMAIS,Restaurantes e similares,2007-03-05
33009594000150,AL,MACEIO,D MENDES DE LIMA,DMOVIE PRODUTORA,MICRO EMPRESA,Filmagem de festas e eventos,2019-03-13
22969490000171,GO,CRISTALINA,HEITOR DE SOUZA SOARES 01468649132,HSS ASSESSORIA E CONSULTORIA,MICRO EMPRESA,Marketing direto,2015-07-31
40432544022469,PR,CURITIBA,CLARO S.A.,CLARO,DEMAIS,Telefonia móvel celular,2007-01-25
82383159000105,PR,CURITIBA,COBERTURA EMPREENDIMENTOS IMOBILIARIOS LTDA,,MICRO EMPRESA,Corretagem na compra e venda e avaliação de imóveis,1990-10-10
4368898000106,PR,CURITIBA,COPEL DISTRIBUICAO S.A.,COPEL-DIS,DEMAIS,Distribuição de energia elétrica,2001-04-04
34587421000182,PR,CURITIBA,DANIELA MENEQUELE 07227790975,DM JARDINAGEM E PAISAGISMO,MICRO EMPRESA,Atividades paisagísticas,2019-08-20
24547376000260,PR,CURITIBA,GLOBAL FACILITIES CONSERVADORA EMPRESARIAL LTDA.,GLOBAL FACILITIES,DEMAIS,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",2017-08-01
8491597000207,PR,CURITIBA,ORSEGUPS MONITORAMENTO ELETRONICO LTDA,ORSEGUPS MONITORAMENTO ELETRONICO LTDA,DEMAIS,Atividades de monitoramento de sistemas de segurança eletrônico,2012-08-07
76484013000145,PR,CURITIBA,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,SANEPAR,DEMAIS,"Captação, tratamento e distribuição de água",1968-01-26
7510879000160,PR,CURITIBA,AGILIZA LOCADORA DE EQUIPAMENTOS EIRELI,,EMPRESA DE PEQUENO PORTE,Comércio varejista de equipamentos para escritório,2005-07-14
5748495000155,PR,CURITIBA,AGUA DOCE COMERCIO DE BEBIDAS LTDA,,MICRO EMPRESA,Comércio varejista de bebidas,2003-07-01
76189406002927,PR,CURITIBA,CONDOR SUPER CENTER LTDA,SUPERMERCADOS CONDOR LTDA LTDA,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",2007-07-26
37219306000143,PR,CURITIBA,MDC MATERIAL DE HIGIENE E LIMPEZA LTDA,,MICRO EMPRESA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",2020-05-25
34072494000131,PR,CURITIBA,REDE VIA EXPRESSA KENNEDY COMERCIO DE COMBUSTIVEIS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2019-07-01
76417005000186,PR,CURITIBA,MUNICIPIO DE CURITIBA,SECRETARIA MUNICIPAL DE FINANCAS,DEMAIS,Administração pública em geral,1974-12-09
17317042000153,PR,CURITIBA,CONDOR AUTO POSTO KENNEDY LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-05-14
2012862001131,DF,BRASILIA,TAM LINHAS AEREAS S/A.,,DEMAIS,Transporte aéreo de passageiros regular,1991-10-28
34028316713762,PR,CURITIBA,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,DR/PR AC SANTA FELICIDADE,DEMAIS,Atividades do Correio Nacional,2000-07-25
20758286000186,SC,FLORIANOPOLIS,HOSTINGER BRASIL HOSPEDAGEM DE SITES LTDA,HOSTINGER BRASIL,DEMAIS,"Portais, provedores de conteúdo e outros serviços de informação na internet",2014-08-01
66970229001724,PR,CURITIBA,CLARO NXT TELECOMUNICACOES S/A,,DEMAIS,Serviço móvel especializado - SME,1999-09-20
5413804000136,PR,CURITIBA,AUTO POSTO PETRO CHILE LTDA,PETRO CHILE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-12-03
15328395000123,PR,CURITIBA,J.J. DOS SANTOS DISTRIBUIDORA DE GAS,IDEAL GAS,MICRO EMPRESA,Comércio varejista de gás liqüefeito de petróleo (GLP),2011-12-01
32987090000142,PR,CURITIBA,TAIANE CRISTINA PONTAROLO,,MICRO EMPRESA,Comércio varejista de bebidas,2019-03-10
76008150000103,PR,CURITIBA,AUTO POSTO PETRO BATEL EIRELI,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-11-30
80545429000101,PR,CURITIBA,KAMELON CONFECCOES E ARMARINHOS LTDA,,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,1988-03-11
85499408000102,PR,CURITIBA,AGENCIA DE CORREIO FRANQUEADA CARLOS DE CARVALHO LTDA,AGF PRESIDENTE TAUNAY,MICRO EMPRESA,Atividades de franqueadas do Correio Nacional,1992-09-04
33644240000188,PR,CAMPO LARGO,AUTO POSTO PORTAL DE CAMPO LARGO LTDA,POSTO PORTAL DE CAMPO LARGO,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2019-05-16
2221155000183,PR,SAO JOSE DOS PINHAIS,CONCESSIONARIA ECOVIA CAMINHO DO MAR S/A,,DEMAIS,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",1997-11-03
8100420000151,PR,CURITIBA,AUTO POSTO PETRO DURIGAN LTDA,PETRO DURIGAN,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-06-23
5554513000168,DF,BRASILIA,MARIE CLAUDE YOUSSEF YAMMINE,,MICRO EMPRESA,Restaurantes e similares,2003-03-14
12645178000179,PR,LONDRINA,AUTO POSTO V Y LTDA.,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2010-09-28
15099561000167,PR,CURITIBA,AUTO POSTO EMF LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-11-18
75795716000121,PR,CAMPINA GRANDE DO SUL,POSTO E CHURRASCARIA O CUPIM LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1966-09-29
40432544006269,RJ,RIO DE JANEIRO,CLARO S.A.,CLARO,DEMAIS,Telefonia móvel celular,2005-07-20
60444437000146,RJ,RIO DE JANEIRO,LIGHT SERVICOS DE ELETRICIDADE S A,,DEMAIS,Distribuição de energia elétrica,1966-09-30
15081898000147,RJ,RIO DE JANEIRO,MIRANDA & MIRANDA IMOVEIS LTDA,RJ PRIME IMOVEIS,DEMAIS,Gestão e administração da propriedade imobiliária,2012-02-23
40228033000108,RJ,RIO DE JANEIRO,DATAPAPER INFORMATICA LTDA,,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,1991-04-16
32433119000144,RJ,RIO DE JANEIRO,A3 SERVICOS DE PUBLICIDADE E COMUNICACAO LTDA,A3 CONTEUDO E COMUNICACAO LTDA,MICRO EMPRESA,Marketing direto,2019-01-14
43776517000180,SP,SAO PAULO,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,SABESP,DEMAIS,"Captação, tratamento e distribuição de água",1973-10-08
13482654000140,SP,SAO PAULO,ANDERSON MARQUES DOS REIS 09148225860,,MICRO EMPRESA,Reparação e manutenção de computadores e de equipamentos periféricos,2011-04-07
58328758000133,SP,SAO PAULO,TELELOK CENTRAL DE LOCACOES E COMERCIO LTDA,TELELOK LOCACAO DE MOVEIS,DEMAIS,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",1987-11-25
3391040000108,SP,SAO PAULO,JARDIM FRANCA POSTO DE SERVICOS E CONVENIENCIAS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-09-09
57656894000190,SP,SAO PAULO,FERNANDO IMOVEIS S/S LTDA,,MICRO EMPRESA,Corretagem no aluguel de imóveis,1987-06-03
31709675000138,DF,BRASILIA,DIGIFLEX GRAFICA E ETIQUETAS EIRELI,DIGIFLEX IMPRESSAO DIGITAL E ETIQUETAS,MICRO EMPRESA,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos",2018-10-08
67886622000563,SP,SAO PAULO,ADM COMERCIO DE ALIMENTOS LTDA,,DEMAIS,Restaurantes e similares,2001-03-13
2909291000160,SP,SAO PAULO,AUTO POSTO LUTAIF LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-12-28
60522380000156,SP,SAO PAULO,AUTO POSTO MIRANTE LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1966-10-06
1026188000100,SP,SAO PAULO,AUTO POSTO TAPERINHA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1995-11-21
8727316000191,SP,SAO PAULO,CERVANTES TABACARIA E RESTAURANTE LTDA,ESCH CAFE,DEMAIS,Tabacaria,2007-03-21
67890699000183,SP,SAO PAULO,VILLARES CHOPPS E RESTAURANTE EIRELI,,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,1992-04-28
17576840000108,SP,SAO PAULO,VILLARES O COSTELONE - EIRELI,,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,2012-12-28
21030190000160,SP,SAO PAULO,MARCELO ZOCCOLER 15600644809,CREATE TRAVEL,MICRO EMPRESA,Agências de viagens,2014-09-12
40432544000147,SP,SAO PAULO,CLARO S.A.,CLARO,DEMAIS,Telefonia móvel celular,1992-04-23
2474111000165,SP,SAO PAULO,SILVIO AMARAL DE SANTANA,A CASA DO MICRO,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,1998-04-03
34028316237898,SP,SAO PAULO,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AC SHOPPING CENTER NORTE,DEMAIS,Atividades do Correio Nacional,1984-11-14
43283811017044,DF,BRASILIA,KALUNGA SA,KALUNGA,DEMAIS,Comércio varejista de artigos de papelaria,2016-11-17
5800256004356,SP,SAO PAULO,ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S/A.,,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2019-01-11
16888618000170,DF,BRASILIA,BELANA 01 COMERCIAL LTDA,,DEMAIS,Restaurantes e similares,2012-08-21
15369660000111,SP,SAO PAULO,CHURRASCARIA FOGO DE CHAO CN LTDA.,,DEMAIS,Restaurantes e similares,2012-03-30
9109567001902,DF,BRASILIA,LA HOTELS EMPREENDIMENTOS 1 LTDA.,ROYAL TULIP BRASILIA,DEMAIS,Apart-hotéis,2009-06-24
13783221015580,DF,BRASILIA,MADERO INDUSTRIA E COMERCIO S.A.,MADERO STH IGUATEMI BRASILIA SH - BRASILIA/DF,DEMAIS,Restaurantes e similares,2019-05-02
17261661008662,DF,BRASILIA,OUTBACK STEAKHOUSE RESTAURANTES BRASIL S.A.,ABBRACCIO CUCINA ITALIANA,DEMAIS,Restaurantes e similares,2015-08-25
9054158000119,DF,BRASILIA,PBJM COMERCIO DE GENEROS ALIMENTICIOS LTDA,GALETERIA BEIRA LAGO,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,2007-09-12
60177219000192,SP,SAO PAULO,SARGENTO GARCIA - PETISCARIA LTDA,,EMPRESA DE PEQUENO PORTE,"Lanchonetes, casas de chá, de sucos e similares",1989-03-10
11740889000160,SP,SAO PAULO,ANDERSON MARCIO PEREIRA AGUA MINERAL,AGUA NOBRE DISTRIBUIDORA,MICRO EMPRESA,Comércio varejista de bebidas,2010-03-09
52470119000121,SP,SAO PAULO,MERCEARIA SILMARSANTO LTDA,,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,1983-04-15
50307933000102,SP,SAO PAULO,ARCOS DA CANTAREIRA CHURRASCARIA E PIZZARIA LTDA,,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,1982-06-08
61990354000115,SP,SAO PAULO,BAR E RESTAURANTE CTN LTDA,,DEMAIS,Restaurantes e similares,1989-11-30
51150837000158,SP,SAO PAULO,RESTAURANTE E CHURRASCARIA ANHEMBI EIRELI,ANHEMBI,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,1979-01-10
60736816000100,SP,SAO PAULO,CHURRASCARIA RODEIO S.A.,,DEMAIS,Restaurantes e similares,1966-09-01
38194605000133,SP,SAO PAULO,CRUZEIROS BAR LANCHONETE RESTAURANTE E DELIVERY NORTH SOCIEDADE UNIPESSOAL LIMITADA,,EMPRESA DE PEQUENO PORTE,"Lanchonetes, casas de chá, de sucos e similares",2020-08-24
3829098000182,SP,SAO PAULO,MARIAS RESTAURANTE LTDA,DUE CUOCHI COCINA,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,2000-05-17
60909215001123,SP,CAMPINAS,ALMANARA RESTAURANTES E LANCHONETES LTDA,,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares",2002-08-29
42591651020683,SP,SAO PAULO,ARCOS DOURADOS COMERCIO DE ALIMENTOS SA,MCDONALDS,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares",1998-01-20
10323001000120,SP,MORUNGABA,AUTO POSTO IRMAOS MIGUEL LTDA.,AUTO POSTO IRMAOS MIGUEL LTDA.,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-06-17
51309052000185,SP,ITATIBA,AUTO POSTO ROSARIO DE ITATIBA LTDA,,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,1982-06-22
33925032000157,SP,SAO PAULO,BAR E RESTAURANTE LASSU LTDA.,,DEMAIS,Restaurantes e similares,2019-06-13
27762348000172,DF,BRASILIA,AMRC COMERCIO DE ALIMENTOS EIRELI,,MICRO EMPRESA,Restaurantes e similares,2017-05-18
31885757000133,SP,ITATIBA,MARTA REGINA DE ARAUJO SILVA PEREIRA RESTAURANTE,,MICRO EMPRESA,Restaurantes e similares,2018-10-29
6346272000124,SP,VALINHOS,POSTO IMPERADOR D. PEDRO I LTDA.,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2004-06-23
45736436000181,SP,ITATIBA,RECANTO COLONIAL - RESTAURANTE LTDA,RECANTO COLONIAL,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,1974-03-27
5285806000510,SP,CAMPINAS,SOL PANAMBY AGROEMPRESARIAL LTDA.,,DEMAIS,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,2014-05-22
4553682000110,SP,CAMPINAS,VILA PARAISO RESTAURANTE LTDA,,DEMAIS,Restaurantes e similares,2001-07-05
66970229000167,SP,SAO PAULO,CLARO NXT TELECOMUNICACOES S/A,,DEMAIS,Serviço móvel especializado - SME,1991-10-01
7431970000190,SP,SAO PAULO,AUTO POSTO BRASIL LTDA,POSTO BRASIL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2005-06-13
48032098000195,SP,SAO PAULO,AUTO POSTO TREMEMBE LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1976-05-31
61246005000193,SP,SAO PAULO,CANTINA E PIZZARIA JARDIMDE NAPOLI LTDA,,DEMAIS,Restaurantes e similares,1966-07-14
4972092002761,SP,SAO PAULO,GRUPO FARTURA DE HORTIFRUT S.A.,OBA HORTIFRUTI,DEMAIS,Comércio varejista de hortifrutigranjeiros,2011-09-21
23282671000198,SP,SAO PAULO,MARECHAL GALO CHOPERIA E RESTAURANTE - EIRELI,BONDBICO,DEMAIS,Restaurantes e similares,2015-09-16
3996275000115,SP,SAO PAULO,POSTO ESTACAO CARANDIRU LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2000-08-02
39713084000146,DF,BRASILIA,S7 BAR E RESTAURANTE LTDA,MED MEDITERRANEAN CUISINE & CLUB,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,2020-11-09
62057633000193,SP,SAO PAULO,AUTO POSTO BRAZAO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1968-11-11
43364637000170,SP,SAO PAULO,LANCHES LACOSTE LTDA,,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",1972-06-22
43222744000163,SP,SAO PAULO,POSTO DE SERVICOS FERNAO DIAS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1971-12-07
25048779000146,SP,MAIRIPORA,POSTO 67 DA FERNAO LTDA,POSTO 67 DA FERNAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-06-21
